Item No.,Item Description,In Stock,FOREIGN NAME,Pair Size,No of pairs,SALES UOM,PURCHASE UOM,INVENTORY UOM,MRP,Product Type,Last Purchase Price,HSN/Commodity Code,VAT Commodity Group Code
4-MPU-8125-NB-L08,Semi Finished-MOULDED PU PAIR-8125-Navy Blue-Ladies-08,3.5,SF-MPU-8125-Ladies-08,8,1,PAIR,No,PAIR,0,COVERING,104.05,,SOLE
4-MPU-8125-NB-L09,Semi Finished-MOULDED PU PAIR-8125-Navy Blue-Ladies-09,2,SF-MPU-8125-Ladies-09,9,1,PAIR,No,PAIR,0,COVERING,109.33,,SOLE
4-PCS1-3290-BK-G,Semi Finished-PC FOR STITCHING-3290-Black-Gents-G,46245,SF-PCS-3290-Black-Gents-G,,1,PAIR,No,PAIR,0,Covering,1.77,,PRINTED ITEM
4-PCS1-3290-BR-G,Semi Finished-PC FOR STITCHING-3290-Brown-Gents-G,73864,SF-PCS-3290-Brown-Gents-G,,1,PAIR,No,PAIR,0,Covering,1.88,,PRINTED ITEM
4-PCS1-3290-TA-G,Semi Finished-PC FOR STITCHING-3290-Tan-Gents,9669,SF-PCS1-3290-Tan-Gents,6,1,PAIR,No,PAIR,0,Covering,1.46,,PRINTED ITEM
4-PCS1-3290-WT-G,Semi Finished-PC FOR STITCHING1-3290-White-Gents,510,SF-PCS1-3290-White-Gents,6,1,PAIR,No,PAIR,0,COVERING,1.54,,PRINTED ITEM
4-PCS-3290-BK-G06,Semi Finished-PC FOR STITCHING-3290-Black-Gents-06,825,SF-PCS-3290-Black-Gents-06,6,1,PAIR,No,PAIR,0,Covering,15.29,,PRINTED ITEM
4-PCS-3290-BK-G07,Semi Finished-PC FOR STITCHING-3290-Black-Gents-07,1880.5,SF-PCS-3290-Black-Gents-07,7,1,PAIR,No,PAIR,0,Covering,15.55,,PRINTED ITEM
4-PCS-3290-BK-G08,Semi Finished-PC FOR STITCHING-3290-Black-Gents-08,2254.5,SF-PCS-3290-Black-Gents-08,8,1,PAIR,No,PAIR,0,Covering,15.81,,PRINTED ITEM
4-PCS-3290-BK-G09,Semi Finished-PC FOR STITCHING-3290-Black-Gents-09,2397,SF-PCS-3290-Black-Gents-09,9,1,PAIR,No,PAIR,0,Covering,17.86,,PRINTED ITEM
4-PCS-3290-BK-G10,Semi Finished-PC FOR STITCHING-3290-Black-Gents-10,1294.5,SF-PCS-3290-Black-Gents-10,10,1,PAIR,No,PAIR,0,Covering,18.09,,PRINTED ITEM
4-PCS-3290-BK-X11,Semi Finished-PC FOR STITCHING-3290-Black-Giants-11,753.5,SF-PCS-3290-Black-Giants-11,11,1,PAIR,No,PAIR,0,Covering,20.36,,PRINTED ITEM
4-PCS-3290-BK-X12,Semi Finished-PC FOR STITCHING-3290-Black-Giants-12,756,SF-PCS-3290-Black-Giants-12,12,1,PAIR,No,PAIR,0,Covering,20.81,,PRINTED ITEM
4-PCS-3290-BR-G06,Semi Finished-PC FOR STITCHING-3290-Brown-Gents-06,1578.5,SF-PCS-3290-Brown-Gents-06,6,1,PAIR,No,PAIR,0,Covering,15.29,,PRINTED ITEM
4-PCS-3290-BR-G07,Semi Finished-PC FOR STITCHING-3290-Brown-Gents-07,1737,SF-PCS-3290-Brown-Gents-07,7,1,PAIR,No,PAIR,0,Covering,15.55,,PRINTED ITEM
4-PCS-3290-BR-G08,Semi Finished-PC FOR STITCHING-3290-Brown-Gents-08,2440,SF-PCS-3290-Brown-Gents-08,8,1,PAIR,No,PAIR,0,Covering,15.81,,PRINTED ITEM
4-PCS-3290-BR-G09,Semi Finished-PC FOR STITCHING-3290-Brown-Gents-09,2772.5,SF-PCS-3290-Brown-Gents-09,9,1,PAIR,No,PAIR,0,Covering,17.86,,PRINTED ITEM
4-PCS-3290-BR-G10,Semi Finished-PC FOR STITCHING-3290-Brown-Gents-10,1068.5,SF-PCS-3290-Brown-Gents-10,10,1,PAIR,No,PAIR,0,Covering,18.07,,PRINTED ITEM
4-PCS-3290-BR-X11,Semi Finished-PC FOR STITCHING-3290-Brown-Giants-11,988.5,SF-PCS-3290-Brown-Giants-11,11,1,PAIR,No,PAIR,0,Covering,20.36,,PRINTED ITEM
4-PCS-3290-BR-X12,Semi Finished-PC FOR STITCHING-3290-Brown-Giants-12,1047.5,SF-PCS-3290-Brown-Giants-12,12,1,PAIR,No,PAIR,0,Covering,20.81,,PRINTED ITEM
4-PCS-3290-TA-G06,Semi Finished-PC FOR STITCHING-3290-Tan-Gents-06,655,SF-PCS-3290-Tan-Gents-06,6,1,PAIR,No,PAIR,0,Covering,12.93,,PRINTED ITEM
4-PCS-3290-TA-G07,Semi Finished-PC FOR STITCHING-3290-Tan-Gents-07,623,SF-PCS-3290-Tan-Gents-07,7,1,PAIR,No,PAIR,0,Covering,13.13,,PRINTED ITEM
4-PCS-3290-TA-G08,Semi Finished-PC FOR STITCHING-3290-Tan-Gents-08,845.5,SF-PCS-3290-Tan-Gents-08,8,1,PAIR,No,PAIR,0,Covering,13.34,,PRINTED ITEM
4-PCS-3290-TA-G09,Semi Finished-PC FOR STITCHING-3290-Tan-Gents-09,835,SF-PCS-3290-Tan-Gents-09,9,1,PAIR,No,PAIR,0,Covering,14.97,,PRINTED ITEM
4-PCS-3290-TA-G10,Semi Finished-PC FOR STITCHING-3290-Tan-Gents-10,684,SF-PCS-3290-Tan-Gents-10,10,1,PAIR,No,PAIR,0,Covering,15.16,,PRINTED ITEM
4-PCS-3290-TA-X11,Semi Finished-PC FOR STITCHING-3290-Tan-Giants-11,0,SF-PCS-3290-Tan-Giants-11,11,,PAIR,No,PAIR,0,COVERING,16.37,,PRINTED ITEM
4-PCS-3290-TA-X12,Semi Finished-PC FOR STITCHING-3290-Tan-Giants-12,0,SF-PCS-3290-Tan-Giants-12,12,,PAIR,No,PAIR,0,COVERING,16.71,,PRINTED ITEM
4-PCS-3290-WT-G06,Semi Finished-PC FOR STITCHING-3290-White-Gents-06,80,SF-PCS-3290-White-Gents-06,6,1,PAIR,No,PAIR,0,,15.25,,PRINTED ITEM
4-PCS-3290-WT-G07,Semi Finished-PC FOR STITCHING-3290-White-Gents-07,0,SF-PCS-3290-White-Gents-07,7,1,PAIR,No,PAIR,0,COVERING,14.91,,PRINTED ITEM
4-PCS-3290-WT-G08,Semi Finished-PC FOR STITCHING-3290-White-Gents-08,40,SF-PCS-3290-White-Gents-08,8,1,PAIR,No,PAIR,0,COVERING,15.79,,PRINTED ITEM
4-PCS-3290-WT-G09,Semi Finished-PC FOR STITCHING-3290-White-Gents-09,40,SF-PCS-3290-White-Gents-09,9,1,PAIR,No,PAIR,0,COVERING,17.94,,PRINTED ITEM
4-PCS-3290-WT-G10,Semi Finished-PC FOR STITCHING-3290-White-Gents-10,80,SF-PCS-3290-White-Gents-10,10,1,PAIR,No,PAIR,0,,18.18,,PRINTED ITEM
4-PCS-8125-NB-L05,Semi Finished-PC FOR STITCHING-8125-Navy Blue-Ladies-05,1040,SF-PCS-8125-Ladies-05,5,1,PAIR,No,PAIR,0,COVERING,13.95,,PRINTED ITEM
4-PCS-8125-NB-L06,Semi Finished-PC FOR STITCHING-8125-Navy Blue-Ladies-06,1040,SF-PCS-8125-Ladies-06,6,1,PAIR,No,PAIR,0,COVERING,15.26,,PRINTED ITEM
4-PCS-8125-NB-L07,Semi Finished-PC FOR STITCHING-8125-Navy Blue-Ladies-07,1060,SF-PCS-8125-Ladies-07,7,1,PAIR,No,PAIR,0,COVERING,15.84,,PRINTED ITEM
4-PCS-8125-NB-L08,Semi Finished-PC FOR STITCHING-8125-Navy Blue-Ladies-08,910,SF-PCS-8125-Ladies-08,8,1,PAIR,No,PAIR,0,COVERING,16.07,,PRINTED ITEM
4-PCS-8125-NB-L09,Semi Finished-PC FOR STITCHING-8125-Navy Blue-Ladies-09,750,SF-PCS-8125-Ladies-09,9,1,PAIR,No,PAIR,0,COVERING,17.81,,PRINTED ITEM
4-PUX-0004,Semi Finished-FORTUNE ELASTOMERS BR-PU-PU MIX DOVE LD-BLACK,0,SF-FORTUNE ELASTOMERS BR-PU-PU MIX DOVE LD-BLACK,,1,KGS,No,KGS,0,,0,,
4-PUX-0020,Semi Finished-FORTUNE ELASTOMERS BR-PU-PU MIX DOVE LD-PUMKIN,0,SF-FORTUNE ELASTOMERS BR-PU-PU MIX DOVE LD-PUMKIN,,1,KGS,No,KGS,0,,0,,
4-SCF1-8125-NB-L,Semi Finished-SC FOR FOLDING1-8125-Navy Blue-Ladies,0,SF-SCF1-8125-Ladies,,1,MTR,No,MTR,0,COVERING,4.19,,CLICKED
4-SCF2-8125-NB-L,Semi Finished-SC FOR FOLDING2-8125-Navy Blue-Ladies,0,SF-SCF2-8125-Ladies,,1,MTR,No,MTR,0,COVERING,3.18,,CLICKED
4-SCF-3290-BK-G,Semi Finished-SC FOR FOLDING-3290-Black-Gents-G,0,SF-SCF-3290-Black-Gents-G,,1,MTR,No,MTR,0,Covering,10.68,,CLICKED
4-SCF-3290-BR-G,Semi Finished-SC FOR FOLDING-3290-Brown-Gents-G,0,SF-SCF-3290-Brown-Gents-G,,1,MTR,No,MTR,0,Covering,11.51,,CLICKED
4-SCF-3290-TA-G,Semi Finished-SC FOR FOLDING-3290-Tan-Gents-G,0,SF-SCF-3290-Tan-Gents-G,,1,MTR,No,MTR,0,Covering,10.15,,CLICKED
4-SCF-3290-WT-G,Semi Finished-SC FOR FOLDING-3290-White-Gents-G,0,SF-SCF-3290-White-Gents-G,,1,MTR,No,MTR,0,COVERING,9.4,,CLICKED
4-SCF-8125-NB-L,Semi Finished-SC FOR FOLDING-8125-Navy Blue-Ladies,0,SF-SCF-8125-Ladies,,1,MTR,No,MTR,0,COVERING,5.05,,CLICKED
5-CO02-0179,Raw Material-Components-Non Metallic Buckle and kadis-K309 DAMRU BKL R GOLD-MAROON,49890,K309 DAMRU BKL R GOLD-MAROON,,,NOS,No,NOS,0,,1.9,,COMPONENTS
5-CO03-0007,Raw material-Components-Rivets-7 MM RIVET BOTTOM,158234,7 MM RIVET BOTTOM,,,NOS,No,NOS,0,,0.39,,COMPONENTS
5-CO07-0013,Raw Material-Components-Threads-M40 BLUE 9159,2012735.653,M40 BLUE 9159,,,MTR,No,MTR,0,,0.05,,COMPONENTS
5-CO07-0105,Raw Material-Components-Threads-M40 MAROON B9211,393555.2,M40 MAROON B9211,,,MTR,No,MTR,0,,0.05,,COMPONENTS
5-CO07-0164,Raw Material-Components-Threads-THREAD M40 TAN (9125),838251.55,THREAD M40 TAN (9125),,,MTR,No,MTR,0,,0.05,,COMPONENTS
5-NL01-0020,Raw material-Non leather-Upper-24068/M70/BROWN S/3259/1MM (NEW),3815.4214,24068/M70/BROWN S/3259/1MM (NEW),,,MTR,No,MTR,0,,275.3,,SYL
5-NL01-0134,Raw Material-Non Leather-Upper-A 0713/R-8/BLACK/1007 1MM,1020.8081,A 0713/R-8/BLACK/1007 1MM,,,MTR,No,MTR,0,,253.88,,SYL
5-NL01-0613,Raw material-Non leather-Upper-A0713/R8/WHITE/054/1007/1MM,50.9905,A0713/R8/WHITE/054/1007/1MM,,,MTR,No,MTR,0,,230.64,,SYL
5-NL01-1007,Raw Material-Non Leather-UpperA0713E/GM/TN 013/JE 99/PUL/2173/1 mm,521.081,A0713E/GM/TN 013/JE 99/PUL/2173/1 mm,,,MTR,No,MTR,0,,212.57,,SYL
5-NL02-0025,Raw material-Non leather-Insole-2389 BSM CAPRISE E95+P52 BEIGE 2T S/41531,3295.4035,2389 BSM CAPRISE E95+P52 BEIGE 2T S/41531,,,MTR,No,MTR,0,,256.3,,SYL
5-NL02-0230,Raw Material-Non Leather-INSOLE-A0069 E/GM/WT-043/1090/1.45MM,2.7765,A0069 E/GM/WT-043/1090/1.45MM,,,MTR,No,MTR,0,,268.56,,SYL
5-NL02-0966,Raw material-Non leather-Insole-C-5805/Leo/Tan P R/1.45 mm,203.8741,C-5805/Leo/Tan P R/1.45 mm,,,MTR,No,MTR,0,,204.61,,SYL
5-NL02-1051,Raw Material-Non Leather-Insole-2389/INSOCK/TAN TT/SP-45/G-162/ REF 190734,981.562,2389/INSOCK/TAN TT/SP-45/G-162/ REF 190734,,,MTR,No,MTR,0,,277.52,,SYL
5-NL06-0221,Raw material-Non leather-Pasted Rexin-2452/LINING/MATERIAL/R8/TAN/1MM-PASTED,90.7442,2452/LINING/MATERIAL/R8/TAN/1MM-PASTED,,,MTR,No,MTR,0,,160.4,,SYL
5-NL06-0239,Raw material-Non leather-Pasted Rexin-A0713/GM/BRN/006/2173/1MM-PASTED,99.0996,A0713/GM/BRN/006/2173/1MM-PASTED,,,MTR,No,MTR,0,,287.23,,SYL
5-NL06-0241,Raw material-Non leather-Pasted Rexin-A0713/R8/BLACK/1007/1MM-PASTED,605.6951,A0713/R8/BLACK/1007/1MM-PASTED,,,MTR,No,MTR,0,,265.79,,SYL
5-NL06-0242,Raw material-Non leather-Pasted Rexin-A0713/R8/WHITE/054/1007/1MM-PASTED,5.8239,A0713/R8/WHITE/054/1007/1MM-PASTED,,,MTR,No,MTR,0,,242.64,,SYL
5-NL06-0247,Raw material-Non leather-Pasted Rexin-EVA SHEET(WHITE)-PASTED,232.3141,EVA SHEET(WHITE)-PASTED,,,MTR,No,MTR,0,,49.2,,SYL
5-NL06-0299,Raw material-Non leather-Pasted Rexin-A0713E/GM/TN 013/JE 99/PUL/2173/1 mm PASTED,225.6329,A0713E/GM/TN 013/JE 99/PUL/2173/1 mm PASTED,,,MTR,No,MTR,0,,224.57,,SYL
5-NL06-0308,Raw material-Non leather-Upper-Pasted-rexin-LINE TC CHERRY PASTED,15.1002,LINE TC CHERRY PASTED,,,MTR,No,MTR,0,,209.63,,SYL
5-NL06-0315,Raw material-Non leather-Upper-Pasted-rexin-LINE TC - BLUE PASTED,30.7186,LINE TC - BLUE PASTED,,,MTR,No,MTR,0,,209.18,,SYL
5-PO01-0004,Raw material-Polymer & Allied products-PU-ISO  99055290 SHISO GE -163 (DOW),10711.1558,ISO  99055290 SHISO GE -163 (DOW),,,KGS,No,KGS,0,,217,,CHEMICAL-PU
5-PO01-0008,Raw material-Polymer & Allied products-POLYOL GF 786 DOW,12296.9068,POLYOL GF 786 DOW,,,KGS,No,KGS,0,,217,,CHEMICAL-PU
6-ADH-0029,Consumables-Adhesive-ELFI,71.9114,ELFI,,,KGS,No,KGS,0,,800,,CHEM-ADHESIVE
6-ADH-0032,CONSUMABLES-Adhesive-Adhesive-BOSTIC 1815,591.7568,BOSTIC 1815,,,KGS,No,KGS,0,,147.02,,CHEM-ADHESIVE
6-CHM-0012,Consumables-Chemicals-KEZAL COLOUR PIGMENT BLACK : 4520/157A,465.9216,PIGMENT BLACK  PF-1230,,,KGS,No,KGS,0,,245.43,,CHEM-CONSUMABLE
6-CHM-0054,Consumables-Chemicals-PIGMENTCOLOR - PIGMENTCOLOR - CHOCLATE BROWN,15.2572,PIGMENTCOLOR - CHOCLATE BROWN,,,KGS,No,KGS,0,,220,,CHEM-CONSUMABLE
6-CHM-0055,Consumables-Chemicals-PIGMENTCOLOR - PIGMENT COLOR REDDISH BEIGE 3361,28,PIGMENT COLOR REDDISH BEIGE 3361,,,KGS,No,KGS,0,,271.37,,CHEM-CONSUMABLE
6-CHM-0082,Consumables-Chemicals-PUMPKIN SPICE KB-2755,200.5908,PUMPKIN SPICE KB-2755,,,KGS,No,KGS,0,,198.72,,CHEM-CONSUMABLE
6-CHM-0116,Consumables-Chemicals-PU PASTE CHEMIE BEIGE SED-429 NC,115.7962,PU PASTE CHEMIE BEIGE SED-429 NC,,,KGS,No,KGS,0,,189.13,,CHEM-CONSUMABLE
6-CHM-0126,Consumables-Chemicals-Chemicals-RELEASE AGENT W.B 711/07A,533.186,RELEASE AGENT W.B 711/07A,,,KGS,No,KGS,0,,361.84,,CHEM-CONSUMABLE
6-CHM-0142,Consumables-Chemicals-PU PASTE LIGHT GREY SED 2011,874.1848,PU PASTE LIGHT GREY SED 2011,,,KGS,No,KGS,0,,240.63,,CHEM-CONSUMABLE
7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,70410.63,Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,,,MTR,No,MTR,0,,0.6,,PACKING MATERIAL
7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,107822.15,BOX STRAP,,,MTR,No,MTR,0,,0.72,,PACKING MATERIAL
7-MC-0041,Packing Materials-Master Carton-CORRUGATED BOX - VKC PRIDE  6X10 CASUAL,2527,CORRUGATED BOX - VKC PRIDE  6X10 CASUAL,,,NOS,No,NOS,0,,60,,PACKING MATERIAL
7-MC-0120,Packing Materials-Master Carton-Master Carton-Master Carton PRIDE 11x12(EE),340,Master Carton PRIDE 11x12(EE),,,NOS,No,NOS,0,,45.1,,PACKING MATERIAL
7-MC-0124,PACKING MATERIAL-Master Carton-Master Carton-CARTON VKC PRIDE 11X12 EXPORT,134,CARTON VKC PRIDE 11X12 EXPORT,,,NOS,No,NOS,0,,56.4,,PACKING MATERIAL
7-MC-0280,Packing Materials-Master Carton-MASTER CARTON 12 PAIR PRIDE LADIES 4X9 (EXPORT),29,MASTER CARTON 12 PAIR PRIDE LADIES 4X9 (EXPORT),,,NOS,No,NOS,0,,49,,PACKING MATERIAL
7-MC-0304,Packing Materials-Master Carton-NEW EXPORT CARTON GENTS 6X10 12 PAIR,810,NEW EXPORT CARTON GENTS 6X10 12 PAIR,,,NOS,No,NOS,0,,52.5,,PACKING MATERIAL
7-MC-0329,Packing Materials-Master Carton-New Pride Export Multicolor 5Ply MC (46.5x36x30),217,New Pride Export Multicolor 5Ply MC (46.5x36x30),,,NOS,No,NOS,0,,45.35,,PACKING MATERIAL
7-MC-0332,Packing Materials-Master Carton-Master Carton Pride Ladies PL2 (5x9),900,Master Carton Pride Ladies PL2 (5x9),,,NOS,No,NOS,0,,55.2,,PACKING MATERIAL
7-OT-0007,Packing Materials-Others-SILICA GEL,190.283,SILICA GEL,,,KGS,No,KGS,0,,500,,PACKING MATERIAL
7-OT-0045,"Packing Materials-Others-VKC Pride PP Polybag (17""x 20"") 300 Gauge",2088.72,"VKC Pride PP Polybag (17""x 20"") 300 Gauge",,,NOS,No,NOS,0,,5.11,,PACKING MATERIAL
7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",11478,"Master Carton Sticker 4""x 6"" (Plain)",,,NOS,No,NOS,0,,0.57,,PACKING MATERIAL
7-PS-0019,Packing Materials-Paper Stickers-NEW PRICE STICKER WHITE 80X50,452022,NEW PRICE STICKER WHITE 80X50,,,NOS,No,NOS,0,,0.16,,PACKING MATERIAL
7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,973,EXPORT CARTON STICKER 4X10,,,NOS,No,NOS,0,,1.06,,PACKING MATERIAL
7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,2692,DT PLAIN STICKER 40X60,,,NOS,No,NOS,0,,0.12,,PACKING MATERIAL
7-PS-0051,"Packing Materials-Paper Stickers-Master Carton Color Sticker 4""x6"" (Plain)",40729,"Master Carton Color Sticker 4""x6"" (Plain)",,,NOS,No,NOS,0,,0.61,,PACKING MATERIAL
7-SC-0026,Packing Materials-Small Carton-SC VKC PRIDE EXPORT PLAIN 5X8,365,SC VKC PRIDE EXPORT PLAIN 5X8,,,NOS,No,NOS,0,,5.35,,PACKING MATERIAL
7-SC-0084,Packing Materials-Small Carton-SC VKC PRIDE CASUAL 7X10,28945,SC VKC PRIDE CASUAL 7X10,,,NOS,No,NOS,0,,6.64,,PACKING MATERIAL
7-SC-0085,Packing Materials-Small Carton-SC VKC PRIDE EXPORT PLAIN 7X10,20035,SC VKC PRIDE EXPORT PLAIN 7X10,,,NOS,No,NOS,0,,6.98,,PACKING MATERIAL
7-SC-0098,Packing Materials-Small Carton-SMALL CARTON GENTS PRIDE EE,7034,SMALL CARTON GENTS PRIDE EE,,,NOS,No,NOS,0,,7.38,,PACKING MATERIAL
7-SC-0247,Packing Materials-SMALL CARTON VKC PRIDE EE 11X12 EXPORT PLAIN,1877,SMALL CARTON VKC PRIDE EE 11X12 EXPORT PLAIN,,,NOS,No,NOS,0,,6.27,,PACKING MATERIAL
7-SC-0279,Packing Materials-Small Carton Pride Ladies PL2 (5x9),16332,Small Carton Pride Ladies PL2 (5x9),,,NOS,No,NOS,0,,5.64,,PACKING MATERIAL
7-TG-0031,Packing Materials-Tag-TAG LOOP 7 INCH,141415,TAG LOOP 7 INCH,,,NOS,No,NOS,0,,0.03,,PACKING MATERIAL
7-TG-0032,Packing Materials-Tag-TAG LOOP 9 INCH,477995,TAG LOOP 9 INCH,,,NOS,No,NOS,0,,0.03,,PACKING MATERIAL
7-TG-0041,PACKING MATERIAL-Tag-VKC FOOT PRINT TAG,32560.5,VKC FOOT PRINT TAG,,,NOS,No,NOS,0,,0.75,,PACKING MATERIAL
